Business_ID,Business_Name,Financial_Health_Score,Risk_Category,Confidence,Recommended_Loan_Amount,Recommended_Tenure_Months,Recommended_Interest_Band,Approval_Decision,Scoring_Rationale
MSME001,Balaji Residency,100.0,Low,0.922,4932799.28,36,10.5% - 12.5%,Approve,Volatility 0.22 → +11.6 | Buffer 48.4d → +9.7 | ExpRatio 0.85 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.07 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME316,Bengaluru Medi Store,73.85,Medium,0.98,2055338.83,24,13.0% - 15.5%,Conditional Approval,Volatility 0.05 → +14.2 | Buffer 22.1d → +4.4 | ExpRatio 0.93 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME317,Om Sai Digital Press,79.8,Low,0.959,3369140.74,36,10.5% - 12.5%,Approve,Volatility 0.12 → +13.3 | Buffer 21.6d → +4.3 | ExpRatio 0.90 → -2.0 | EMI ratio 0.06 → +0.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME318,New Offset Press,55.72,Medium,0.929,1160950.7,48,13.0% - 15.5%,Conditional Approval,Volatility 0.20 → +11.9 | Buffer -5.3d → +-1.1 | ExpRatio 1.05 → -10.0 | EMI ratio 0.20 → -8.0 | Growth 0.51 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME319,Balaji Confectionery,92.85,Low,0.947,2299636.59,60,10.5% - 12.5%,Approve,Volatility 0.15 → +12.7 | Buffer 31.1d → +6.2 | ExpRatio 0.88 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME320,Om Sai Textiles,93.01,Low,0.945,6566093.56,48,10.5% - 12.5%,Approve,Volatility 0.16 → +12.6 | Buffer 36.1d → +7.2 | ExpRatio 0.86 → -2.0 | EMI ratio 0.06 → +0.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME321,Bharat Fabrics,81.49,Low,0.955,4773047.07,60,10.5% - 12.5%,Approve,Volatility 0.13 → +13.1 | Buffer 16.5d → +3.3 | ExpRatio 0.94 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.29 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME322,Shree Infra,83.2,Low,0.897,4251776.53,36,10.5% - 12.5%,Approve,Volatility 0.25 → +11.3 | Buffer 42.5d → +8.5 | ExpRatio 0.92 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.26 → -6.0 | GST reg 0.67 → +5.3 | Bounces 0 → -0.0 | MinBal → +3.0
MSME323,Annapurna Krishi Kendra,38.67,High,0.879,0.0,0,N/A,Reject,Volatility 0.32 → +10.2 | Buffer -4.4d → +-0.9 | ExpRatio 1.05 → -10.0 | EMI ratio 0.26 → -12.0 | Growth -0.09 → -3.0 | GST reg 0.83 → +6.7 | Bounces 0 → -0.0 | MinBal → -6.0
MSME324,Sri Roadways,40.94,High,0.899,1526813.5,18,16.0% - 20.0%,Reject,Volatility 0.23 → +11.6 | Buffer -2.0d → +-0.4 | ExpRatio 1.03 → -10.0 | EMI ratio 0.18 → -4.0 | Growth 0.04 → +1.0 | GST reg 0.58 → +4.7 | Bounces 5 → -12.0 | MinBal → -6.0
MSME325,Bharat Medi Store,92.43,Low,0.978,5854248.83,60,10.5% - 12.5%,Approve,Volatility 0.06 → +14.1 | Buffer 30.5d → +6.1 | ExpRatio 0.87 → -2.0 | EMI ratio 0.06 → +0.0 | Growth 0.13 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME326,Star Mobiles,64.85,Medium,0.874,1236920.67,48,13.0% - 15.5%,Conditional Approval,Volatility 0.34 → +9.9 | Buffer 21.9d → +4.4 | ExpRatio 0.97 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.41 → -6.0 | GST reg 0.83 → +6.7 | Bounces 0 → -0.0 | MinBal → +3.0
MSME327,Bharat Constructions,58.56,Medium,0.947,4010383.74,24,13.0% - 15.5%,Conditional Approval,Volatility 0.15 → +12.7 | Buffer 8.4d → +1.7 | ExpRatio 1.01 → -10.0 | EMI ratio 0.13 → -4.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME328,Krishna Printers,33.21,High,0.911,0.0,0,N/A,Reject,Volatility 0.18 → +12.3 | Buffer -10.2d → +-2.0 | ExpRatio 1.07 → -10.0 | EMI ratio 0.29 → -12.0 | Growth 0.07 → +5.0 | GST reg 0.50 → +4.0 | Bounces 4 → -12.0 | MinBal → -6.0
MSME329,Balaji Cargo Movers,45.74,High,0.872,3451174.46,24,16.0% - 20.0%,Reject,Volatility 0.32 → +10.2 | Buffer -0.4d → +-0.1 | ExpRatio 1.02 → -10.0 | EMI ratio 0.20 → -8.0 | Growth 0.16 → +5.0 | GST reg 0.67 → +5.3 | Bounces 1 → -3.0 | MinBal → -6.0
MSME330,Mumbai Lodge,85.35,Low,0.921,9449202.5,48,10.5% - 12.5%,Approve,Volatility 0.22 → +11.6 | Buffer 21.9d → +4.4 | ExpRatio 0.92 → -2.0 | EMI ratio 0.07 → +0.0 | Growth 0.08 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME331,Sri Furniture Works,100.0,Low,0.931,6480892.64,36,10.5% - 12.5%,Approve,Volatility 0.20 → +12.1 | Buffer 40.8d → +8.2 | ExpRatio 0.85 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.41 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME332,Royal Bistro,76.62,Low,0.98,3175823.63,48,10.5% - 12.5%,Approve,Volatility 0.04 → +14.3 | Buffer 17.1d → +3.4 | ExpRatio 0.95 → -10.0 | EMI ratio 0.06 → +0.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME333,Shree Kirana,72.39,Medium,0.924,1237397.91,24,13.0% - 15.5%,Conditional Approval,Volatility 0.22 → +11.7 | Buffer 14.2d → +2.9 | ExpRatio 0.97 → -10.0 | EMI ratio 0.07 → +0.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME334,Ganesh Electronics,35.33,High,0.898,0.0,0,N/A,Reject,Volatility 0.25 → +11.2 | Buffer -3.7d → +-0.7 | ExpRatio 1.06 → -10.0 | EMI ratio 0.22 → -8.0 | Growth 0.08 → +5.0 | GST reg 0.75 → +6.0 | Bounces 6 → -12.0 | MinBal → -6.0
MSME335,Madurai Kirana,69.32,Medium,0.919,1744621.54,24,13.0% - 15.5%,Conditional Approval,Volatility 0.23 → +11.5 | Buffer 9.9d → +2.0 | ExpRatio 0.99 → -10.0 | EMI ratio 0.08 → +0.0 | Growth 0.05 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME336,Zaira General Store,39.79,High,0.894,0.0,0,N/A,Reject,Volatility 0.28 → +10.8 | Buffer -9.2d → +-1.9 | ExpRatio 1.10 → -10.0 | EMI ratio 0.38 → -12.0 | Growth 0.63 → +8.0 | GST reg 0.83 → +6.7 | Bounces 3 → -9.0 | MinBal → -6.0
MSME337,Royal Sarees,68.65,Medium,0.947,1848732.8,36,13.0% - 15.5%,Conditional Approval,Volatility 0.15 → +12.7 | Buffer 13.7d → +2.7 | ExpRatio 0.97 → -10.0 | EMI ratio 0.11 → -4.0 | Growth 0.08 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME338,Sri Hotel,32.09,High,0.892,0.0,0,N/A,Reject,Volatility 0.25 → +11.3 | Buffer -4.2d → +-0.8 | ExpRatio 1.05 → -10.0 | EMI ratio 0.41 → -12.0 | Growth 0.19 → +5.0 | GST reg 0.58 → +4.7 | Bounces 4 → -12.0 | MinBal → -6.0
MSME339,Royal Apparels,48.94,High,0.881,602822.62,12,16.0% - 20.0%,Reject,Volatility 0.32 → +10.2 | Buffer -0.8d → +-0.2 | ExpRatio 1.02 → -10.0 | EMI ratio 0.16 → -4.0 | Growth 0.06 → +5.0 | GST reg 0.83 → +6.7 | Bounces 3 → -9.0 | MinBal → -6.0
MSME340,Zaira Family Dhaba,68.85,Medium,0.972,3744661.8,36,13.0% - 15.5%,Conditional Approval,Volatility 0.08 → +13.8 | Buffer 14.3d → +2.9 | ExpRatio 0.97 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME341,Royal Freight Services,60.05,Medium,0.932,6150761.14,36,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.1 | Buffer 11.7d → +2.3 | ExpRatio 0.97 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.16 → -6.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME342,Royal Textiles,78.64,Low,0.966,3884400.33,36,10.5% - 12.5%,Approve,Volatility 0.10 → +13.5 | Buffer 15.3d → +3.1 | ExpRatio 0.94 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.05 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME343,Star Cafe,41.09,High,0.908,874473.44,18,16.0% - 20.0%,Reject,Volatility 0.20 → +11.9 | Buffer -7.1d → +-1.4 | ExpRatio 1.04 → -10.0 | EMI ratio 0.20 → -8.0 | Growth 0.21 → +8.0 | GST reg 0.58 → +4.7 | Bounces 4 → -12.0 | MinBal → -6.0
MSME344,Royal Dairy,70.48,Medium,0.961,3390407.62,48,13.0% - 15.5%,Conditional Approval,Volatility 0.11 → +13.3 | Buffer 6.6d → +1.3 | ExpRatio 0.99 → -10.0 | EMI ratio 0.07 → +0.0 | Growth -0.05 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME345,Royal Roadways,65.43,Medium,0.954,2237098.43,36,13.0% - 15.5%,Conditional Approval,Volatility 0.13 → +13.0 | Buffer 1.6d → +0.3 | ExpRatio 1.03 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.31 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME346,Star Pharmacy,94.96,Low,0.98,4175046.18,60,10.5% - 12.5%,Approve,Volatility 0.03 → +14.6 | Buffer 35.7d → +7.1 | ExpRatio 0.85 → -2.0 | EMI ratio 0.05 → +0.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME347,Shree Fabrics,100.0,Low,0.945,9015610.42,36,10.5% - 12.5%,Approve,Volatility 0.16 → +12.6 | Buffer 46.3d → +9.3 | ExpRatio 0.79 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.30 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME348,Om Sai Coffee House,86.97,Low,0.977,2165106.49,60,10.5% - 12.5%,Approve,Volatility 0.06 → +14.0 | Buffer 23.3d → +4.7 | ExpRatio 0.91 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME349,Star Garments,24.7,High,0.864,0.0,0,N/A,Reject,Volatility 0.32 → +10.2 | Buffer -4.2d → +-0.8 | ExpRatio 1.06 → -10.0 | EMI ratio 0.18 → -4.0 | Growth -0.15 → -6.0 | GST reg 0.50 → +4.0 | Bounces 5 → -12.0 | MinBal → -6.0
MSME350,Balaji Textiles,60.42,Medium,0.94,3882726.32,48,13.0% - 15.5%,Conditional Approval,Volatility 0.17 → +12.4 | Buffer -0.9d → +-0.2 | ExpRatio 1.03 → -10.0 | EMI ratio 0.19 → -8.0 | Growth 0.34 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME351,Bengaluru General Store,48.41,High,0.925,567818.46,12,16.0% - 20.0%,Reject,Volatility 0.19 → +12.2 | Buffer -2.0d → +-0.4 | ExpRatio 1.02 → -10.0 | EMI ratio 0.20 → -8.0 | Growth 0.24 → +8.0 | GST reg 0.83 → +6.7 | Bounces 3 → -9.0 | MinBal → -6.0
MSME352,Annapurna Fashions,87.5,Low,0.857,3016436.12,48,10.5% - 12.5%,Approve,Volatility 0.37 → +9.4 | Buffer 67.1d → +12.0 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.25 → -6.0 | GST reg 0.75 → +6.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME353,Ganesh Hardware,73.87,Medium,0.938,2301889.31,48,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.4 | Buffer 9.5d → +1.9 | ExpRatio 0.99 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.11 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME354,Star Sanitary & Hardware,73.59,Medium,0.937,2735296.05,48,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.3 | Buffer 13.4d → +2.7 | ExpRatio 0.97 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.21 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME355,Delhi Logistics,84.66,Low,0.926,5603013.08,48,10.5% - 12.5%,Approve,Volatility 0.21 → +11.8 | Buffer 23.9d → +4.8 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME356,Anita Grocery Store #356,71.22,Medium,0.966,2721810.11,36,13.0% - 15.5%,Conditional Approval,Volatility 0.10 → +13.5 | Buffer 19.4d → +3.9 | ExpRatio 0.92 → -10.0 | EMI ratio 0.05 → +0.0 | Growth -0.07 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME357,Warangal General Store,61.86,Medium,0.909,1003020.31,48,13.0% - 15.5%,Conditional Approval,Volatility 0.26 → +11.1 | Buffer 9.7d → +1.9 | ExpRatio 1.00 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.12 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME358,Annapurna Family Dhaba,71.57,Medium,0.97,3953082.98,36,13.0% - 15.5%,Conditional Approval,Volatility 0.08 → +13.7 | Buffer 8.0d → +1.6 | ExpRatio 0.99 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME359,Sri Bakery,71.62,Medium,0.97,1001329.47,36,13.0% - 15.5%,Conditional Approval,Volatility 0.09 → +13.7 | Buffer 9.6d → +1.9 | ExpRatio 0.99 → -10.0 | EMI ratio 0.08 → +0.0 | Growth 0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME360,Ganesh Offset Press,56.17,Medium,0.95,1568575.11,48,13.0% - 15.5%,Conditional Approval,Volatility 0.13 → +13.0 | Buffer 12.5d → +2.5 | ExpRatio 0.96 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.19 → -6.0 | GST reg 0.92 → +7.3 | Bounces 0 → -0.0 | MinBal → -6.0
MSME361,Annapurna Pharmacy,41.05,High,0.945,1403940.4,12,16.0% - 20.0%,Reject,Volatility 0.14 → +12.8 | Buffer -5.0d → +-1.0 | ExpRatio 1.06 → -10.0 | EMI ratio 0.23 → -8.0 | Growth 0.08 → +5.0 | GST reg 0.92 → +7.3 | Bounces 6 → -12.0 | MinBal → -6.0
MSME362,Delhi Bistro,58.95,Medium,0.919,1005979.8,48,13.0% - 15.5%,Conditional Approval,Volatility 0.23 → +11.5 | Buffer 9.9d → +2.0 | ExpRatio 1.01 → -10.0 | EMI ratio 0.23 → -8.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME363,Bharat Tools,93.96,Low,0.938,3269219.1,48,10.5% - 12.5%,Approve,Volatility 0.18 → +12.3 | Buffer 25.1d → +5.0 | ExpRatio 0.91 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.33 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME364,Shree Service Point,63.96,Medium,0.973,1802328.39,36,13.0% - 15.5%,Conditional Approval,Volatility 0.08 → +13.8 | Buffer 10.3d → +2.1 | ExpRatio 0.99 → -10.0 | EMI ratio 0.11 → -4.0 | Growth 0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME365,New Freight Services,31.13,High,0.875,0.0,0,N/A,Reject,Volatility 0.30 → +10.5 | Buffer -1.9d → +-0.4 | ExpRatio 1.05 → -10.0 | EMI ratio 0.32 → -12.0 | Growth 0.17 → +5.0 | GST reg 0.58 → +4.7 | Bounces 5 → -12.0 | MinBal → -6.0
MSME366,Om Sai Medi Store,41.5,High,0.924,896893.99,18,16.0% - 20.0%,Reject,Volatility 0.19 → +12.1 | Buffer -8.1d → +-1.6 | ExpRatio 1.08 → -10.0 | EMI ratio 0.22 → -8.0 | Growth -0.33 → -6.0 | GST reg 0.83 → +6.7 | Bounces 0 → -0.0 | MinBal → -6.0
MSME367,Bharat Apparels,88.78,Low,0.946,2341647.74,60,10.5% - 12.5%,Approve,Volatility 0.15 → +12.7 | Buffer 47.3d → +9.5 | ExpRatio 0.87 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.11 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME368,Bharat Electronics,43.33,High,0.925,869638.76,24,16.0% - 20.0%,Reject,Volatility 0.20 → +12.0 | Buffer -7.4d → +-1.5 | ExpRatio 1.04 → -10.0 | EMI ratio 0.32 → -12.0 | Growth 0.23 → +8.0 | GST reg 0.92 → +7.3 | Bounces 3 → -9.0 | MinBal → -6.0
MSME369,Bharat Bistro,71.33,Medium,0.98,627500.5,36,13.0% - 15.5%,Conditional Approval,Volatility 0.05 → +14.3 | Buffer 13.6d → +2.7 | ExpRatio 0.97 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME370,Star Products,59.73,Medium,0.942,4156065.56,24,13.0% - 15.5%,Conditional Approval,Volatility 0.17 → +12.5 | Buffer 9.6d → +1.9 | ExpRatio 1.03 → -10.0 | EMI ratio 0.18 → -8.0 | Growth 0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME371,Warangal Bakers,93.48,Low,0.929,1589142.94,60,10.5% - 12.5%,Approve,Volatility 0.20 → +12.0 | Buffer 23.0d → +4.6 | ExpRatio 0.91 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.19 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME372,Star Home Appliances,82.35,Low,0.924,6790354.44,60,10.5% - 12.5%,Approve,Volatility 0.22 → +11.7 | Buffer 21.3d → +4.3 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME373,Sri Medicals,76.05,Low,0.972,4440969.74,36,10.5% - 12.5%,Approve,Volatility 0.08 → +13.8 | Buffer 20.3d → +4.1 | ExpRatio 0.93 → -10.0 | EMI ratio 0.08 → +0.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME374,Bharat Textiles,93.31,Low,0.946,7712255.74,36,10.5% - 12.5%,Approve,Volatility 0.15 → +12.7 | Buffer 27.6d → +5.5 | ExpRatio 0.90 → -2.0 | EMI ratio 0.08 → +0.0 | Growth 0.18 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME375,Jaipur Garments,73.01,Medium,0.903,1987080.72,36,13.0% - 15.5%,Conditional Approval,Volatility 0.28 → +10.9 | Buffer 19.7d → +3.9 | ExpRatio 0.94 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME376,Shree Hotel,58.86,Medium,0.926,1612561.14,36,13.0% - 15.5%,Conditional Approval,Volatility 0.21 → +11.8 | Buffer 8.6d → +1.7 | ExpRatio 1.01 → -10.0 | EMI ratio 0.15 → -4.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME377,Royal Fashions,44.79,High,0.896,1259557.28,18,16.0% - 20.0%,Reject,Volatility 0.22 → +11.6 | Buffer -0.1d → +-0.0 | ExpRatio 1.03 → -10.0 | EMI ratio 0.18 → -4.0 | Growth 0.18 → +5.0 | GST reg 0.50 → +4.0 | Bounces 7 → -12.0 | MinBal → -6.0
MSME378,New Motors,48.88,High,0.917,592372.65,18,16.0% - 20.0%,Reject,Volatility 0.23 → +11.6 | Buffer -0.8d → +-0.2 | ExpRatio 1.01 → -10.0 | EMI ratio 0.13 → -4.0 | Growth -0.22 → -6.0 | GST reg 0.92 → +7.3 | Bounces 0 → -0.0 | MinBal → -6.0
MSME379,Annapurna Carriers,68.24,Medium,0.972,3715990.78,48,13.0% - 15.5%,Conditional Approval,Volatility 0.08 → +13.8 | Buffer 12.0d → +2.4 | ExpRatio 0.99 → -10.0 | EMI ratio 0.10 → -4.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME380,Balaji Kitchen,53.27,High,0.954,1124664.01,18,16.0% - 20.0%,Reject,Volatility 0.08 → +13.8 | Buffer -0.1d → +-0.0 | ExpRatio 1.00 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.00 → +1.0 | GST reg 0.67 → +5.3 | Bounces 2 → -6.0 | MinBal → -6.0
MSME381,New Mobile World,32.59,High,0.886,0.0,0,N/A,Reject,Volatility 0.28 → +10.8 | Buffer -15.4d → +-3.1 | ExpRatio 1.09 → -10.0 | EMI ratio 0.36 → -12.0 | Growth 0.19 → +5.0 | GST reg 0.67 → +5.3 | Bounces 4 → -12.0 | MinBal → -6.0
MSME382,Radha Infra,61.87,Medium,0.901,3973735.59,24,13.0% - 15.5%,Conditional Approval,Volatility 0.28 → +10.7 | Buffer 9.5d → +1.9 | ExpRatio 1.03 → -10.0 | EMI ratio 0.16 → -4.0 | Growth 0.06 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME383,Annapurna Printers,65.1,Medium,0.958,2503484.83,48,13.0% - 15.5%,Conditional Approval,Volatility 0.12 → +13.2 | Buffer 15.4d → +3.1 | ExpRatio 0.97 → -10.0 | EMI ratio 0.10 → +0.0 | Growth -0.09 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME384,Neha Confectionery,65.52,Medium,0.937,1047298.75,24,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.3 | Buffer 8.6d → +1.7 | ExpRatio 1.01 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.21 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME385,Shree Offset Press,99.58,Low,0.962,4496303.57,48,10.5% - 12.5%,Approve,Volatility 0.11 → +13.4 | Buffer 39.6d → +7.9 | ExpRatio 0.84 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME386,Krishna Fashions,100.0,Low,0.968,3545761.79,60,10.5% - 12.5%,Approve,Volatility 0.09 → +13.6 | Buffer 53.8d → +10.8 | ExpRatio 0.84 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME387,Shree Fashions,62.37,Medium,0.924,1216265.52,36,13.0% - 15.5%,Conditional Approval,Volatility 0.22 → +11.8 | Buffer 14.7d → +2.9 | ExpRatio 0.96 → -10.0 | EMI ratio 0.10 → -4.0 | Growth -0.09 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME388,Karthik Motors,32.98,High,0.902,0.0,0,N/A,Reject,Volatility 0.20 → +12.0 | Buffer -8.1d → +-1.6 | ExpRatio 1.07 → -10.0 | EMI ratio 0.20 → -8.0 | Growth -0.00 → +1.0 | GST reg 0.42 → +3.3 | Bounces 4 → -12.0 | MinBal → -6.0
MSME389,Ganesh Restaurant,74.81,Medium,0.98,3866445.66,24,13.0% - 15.5%,Conditional Approval,Volatility 0.05 → +14.2 | Buffer 9.6d → +1.9 | ExpRatio 0.96 → -10.0 | EMI ratio 0.06 → +0.0 | Growth 0.06 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME390,Star Doodh Bhandar,56.3,Medium,0.969,2498908.8,48,13.0% - 15.5%,Conditional Approval,Volatility 0.09 → +13.7 | Buffer 6.3d → +1.3 | ExpRatio 1.01 → -10.0 | EMI ratio 0.14 → -4.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME391,Bharat Manufacturing,86.59,Low,0.953,8996380.6,60,10.5% - 12.5%,Approve,Volatility 0.13 → +13.0 | Buffer 34.7d → +6.9 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.05 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME392,Star Constructions,61.85,Medium,0.944,3410650.78,48,13.0% - 15.5%,Conditional Approval,Volatility 0.16 → +12.6 | Buffer 10.0d → +2.0 | ExpRatio 0.99 → -10.0 | EMI ratio 0.22 → -8.0 | Growth 0.19 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME393,Star Bakery,35.13,High,0.881,0.0,0,N/A,Reject,Volatility 0.29 → +10.6 | Buffer -4.8d → +-1.0 | ExpRatio 1.08 → -10.0 | EMI ratio 0.26 → -12.0 | Growth -0.21 → -6.0 | GST reg 0.67 → +5.3 | Bounces 0 → -0.0 | MinBal → -6.0
MSME394,Pooja Restaurant,40.67,High,0.931,825316.3,24,16.0% - 20.0%,Reject,Volatility 0.17 → +12.4 | Buffer -8.6d → +-1.7 | ExpRatio 1.06 → -10.0 | EMI ratio 0.23 → -8.0 | Growth -0.20 → -6.0 | GST reg 0.83 → +6.7 | Bounces 0 → -0.0 | MinBal → -6.0
